time_s,mor1,mor2,mor3,mor4,mor5,mor6,mor7,mor8,mor9,mor10,mor11,mor12,noon1,noon2,noon3,noon4,noon5,noon6,noon7,noon8,noon9,noon10,noon11,noon12,eve1,eve2,eve3,eve4,eve5,eve6,eve7,eve8,eve9,eve10,eve11,eve12,normal
915,87.8,85.17,86.71,96.01,84.4,89.04,93.24,79.89,101.89,84.99,82.65,91.8,91.61,91.23,87.04,96.27,97.2,90.76,94.77,93.53,100.08,99.41,91.57,86.37,88.92,91.96,93.43,86.14,101.39,88.56,86.05,93.59,84.37,82.32,83.72,99.85,80.7
920,87.29,83.41,87.04,92.91,80.95,87.95,94.59,81.58,102.46,83.64,81.95,92.08,89.12,91.22,85.51,90.69,95.25,88.89,91.64,88.89,98.14,97.07,89.27,85.94,87.67,89.85,92.39,84.98,104.34,87.69,81.89,89.73,84.07,81.25,82.56,96.32,79.87
925,88.41,80.93,88.29,91.98,81.28,88.31,98.71,84.88,103.28,85.08,83.65,92.0,88.79,89.39,85.61,89.29,94.09,86.59,91.87,85.92,101.44,95.48,87.64,85.06,87.92,89.62,90.5,84.64,103.22,88.08,82.56,89.11,86.36,82.04,83.31,97.15,79.59
930,89.2,80.85,88.22,93.52,84.71,89.53,100.4,85.07,101.69,86.65,84.94,93.25,88.25,88.92,86.57,87.81,93.61,84.14,93.39,83.81,104.92,92.87,86.25,82.33,87.52,89.33,91.24,84.43,100.67,88.34,81.24,88.5,88.13,83.07,83.42,99.23,79.58
935,89.39,80.88,88.31,96.26,89.25,89.54,101.13,84.26,101.55,89.51,88.31,93.03,88.24,89.52,86.83,88.58,93.82,84.09,95.17,84.09,107.01,91.87,84.76,79.25,88.26,89.32,90.71,82.83,97.82,89.16,82.35,91.71,90.68,82.25,84.14,103.55,79.77
940,88.28,82.69,88.5,96.04,90.13,87.98,97.21,81.38,102.44,90.24,89.2,91.25,88.0,90.75,86.02,88.46,96.16,86.11,96.43,84.78,106.06,91.31,83.14,78.65,90.01,89.49,93.2,83.29,100.6,92.77,81.69,95.76,91.74,82.49,87.18,107.18,79.99
945,87.56,81.24,89.44,95.17,87.76,85.93,95.26,80.44,102.46,91.21,89.83,89.36,88.45,90.5,86.11,90.35,97.87,87.51,96.96,86.75,103.45,92.78,82.47,79.23,91.76,89.92,93.36,86.6,102.96,96.12,83.93,98.84,92.84,82.53,90.1,107.99,80.45
950,87.28,79.85,90.13,94.29,83.24,85.74,93.94,80.04,101.91,89.82,88.53,88.78,89.29,90.32,86.12,92.04,97.79,90.09,97.29,89.38,101.55,95.1,83.15,80.88,92.1,88.79,94.7,90.72,105.58,95.62,86.55,99.0,93.46,85.06,91.84,107.33,81.08
955,88.62,78.13,91.87,93.21,81.82,86.49,97.55,82.13,102.73,89.49,89.8,91.31,92.79,93.27,88.75,96.3,98.54,93.64,100.1,96.24,103.17,102.29,88.88,85.39,92.83,91.03,94.36,94.14,104.58,94.78,90.47,99.51,94.55,86.72,91.98,107.32,81.95
960,89.49,79.44,92.93,92.79,82.16,86.92,100.06,85.45,103.77,89.02,90.29,92.31,94.72,94.31,88.84,98.61,96.17,97.0,101.78,100.39,104.98,104.59,92.69,88.42,91.92,90.39,94.09,90.94,101.28,92.81,90.89,100.37,94.75,87.5,90.22,108.04,82.44
965,89.99,81.34,94.66,91.27,85.54,86.68,100.0,87.08,101.73,90.22,90.25,91.3,96.28,95.73,90.58,101.46,95.27,96.91,103.69,102.96,107.56,104.98,95.37,91.8,91.99,90.76,93.28,87.57,98.71,93.52,89.78,102.1,93.78,87.24,88.7,108.77,82.36
970,88.56,83.21,93.24,91.6,85.93,85.02,95.94,84.15,95.67,89.14,87.48,87.19,93.25,91.82,90.67,98.21,91.84,93.72,99.0,96.3,104.42,96.41,90.0,88.19,89.16,88.16,91.47,82.91,95.87,91.37,86.06,99.44,90.76,85.27,84.98,106.82,81.46
975,87.53,84.58,91.91,92.27,85.57,85.49,93.18,79.79,89.34,88.39,84.43,85.55,91.33,89.94,90.59,96.6,92.63,89.91,97.29,91.16,102.1,93.46,87.07,86.52,88.65,89.56,91.38,83.64,98.54,90.89,85.34,96.14,88.82,83.41,82.96,107.7,80.45
980,87.02,85.51,89.66,93.88,83.82,86.72,92.74,77.47,87.79,87.73,83.68,86.61,88.85,85.85,88.89,94.29,93.5,86.88,93.41,86.4,99.27,88.02,84.47,82.9,87.41,90.55,91.96,84.26,100.49,90.09,86.12,92.99,86.81,81.74,80.35,107.47,79.62
985,88.14,84.57,90.23,94.06,85.45,88.99,93.44,80.92,90.47,89.79,83.98,88.78,88.52,84.27,87.91,96.39,95.85,87.15,92.73,87.35,98.83,89.2,86.31,81.65,87.65,90.94,94.19,84.2,102.73,92.26,87.7,90.89,86.17,81.21,80.74,108.57,79.35
990,88.93,83.05,90.78,90.32,85.4,88.71,93.43,84.14,95.86,90.47,85.56,87.76,87.97,82.31,88.7,96.14,96.51,87.52,90.13,88.01,95.65,87.14,87.74,79.53,87.25,91.08,96.95,82.16,101.49,93.67,87.72,88.77,85.42,81.71,82.63,106.15,79.33
995,89.12,80.84,91.47,85.83,83.57,87.65,92.56,86.59,100.24,91.04,85.84,86.0,87.97,81.83,88.31,94.97,97.01,88.78,89.07,87.68,91.82,89.42,88.84,79.1,87.99,91.56,100.21,81.61,101.76,95.94,86.76,89.08,86.89,83.3,86.09,104.66,79.52
1000,88.01,80.39,89.34,82.94,80.46,86.88,93.07,84.76,102.24,91.74,85.83,84.54,87.73,80.64,87.42,91.92,97.06,87.19,88.83,87.05,90.06,90.07,88.73,81.23,89.74,93.02,102.42,83.83,103.58,96.6,89.3,93.33,89.67,85.37,87.43,104.25,79.75
1005,87.29,79.8,88.16,83.56,81.11,86.93,93.07,82.36,101.81,92.02,84.61,85.75,88.17,81.66,85.81,90.73,97.55,87.57,89.11,88.41,92.9,93.13,86.87,84.77,91.47,91.66,102.16,87.43,105.12,96.62,91.47,99.08,93.16,86.39,87.43,106.08,80.2
1010,87.01,79.59,86.86,85.7,83.62,87.59,94.0,79.46,99.86,91.68,84.15,87.1,89.01,83.1,85.39,90.68,98.14,88.7,91.18,91.75,97.06,95.67,86.29,86.91,91.82,91.41,97.85,90.01,103.56,95.94,93.29,100.75,93.62,85.47,86.62,107.74,80.83
1015,88.34,80.95,89.71,88.56,84.42,89.48,95.55,79.13,98.53,90.35,83.38,90.28,92.51,89.06,87.36,95.34,100.31,93.87,97.81,95.23,102.64,98.46,88.36,88.58,92.55,93.58,96.35,92.34,102.76,95.79,93.69,99.83,93.92,86.03,88.93,110.18,81.69
1020,89.22,83.34,90.22,91.83,82.08,92.2,98.64,80.8,97.85,90.26,83.49,94.31,94.43,92.28,88.24,98.76,101.86,97.04,104.38,94.85,103.56,98.44,92.09,87.45,91.64,94.85,94.64,91.87,99.57,96.3,93.52,96.87,91.28,85.47,88.66,108.0,82.18
1025,89.72,86.52,91.05,93.6,79.32,92.89,100.36,82.65,97.31,89.6,82.51,97.99,95.98,94.49,91.03,102.98,102.08,98.99,108.07,94.34,105.4,96.99,94.04,87.39,91.71,93.01,97.83,91.31,98.5,95.75,94.33,95.67,90.76,86.23,87.61,106.51,82.1
1030,88.28,87.2,88.75,92.94,77.87,91.41,98.88,83.4,95.69,89.45,83.1,99.35,92.97,90.45,89.25,100.85,100.74,96.24,102.33,92.74,101.71,93.73,90.76,85.01,88.89,88.16,94.09,87.46,96.66,94.02,91.32,94.24,88.56,82.77,83.31,101.6,81.21
1035,87.26,85.53,88.26,93.44,79.16,89.68,95.86,83.06,93.72,88.74,84.09,98.24,91.05,88.27,89.54,97.52,99.24,93.77,98.38,93.78,100.51,93.56,87.02,84.75,88.38,87.25,91.22,86.51,98.84,92.06,91.18,93.94,89.61,82.11,82.34,102.31,80.2
1040,86.75,84.05,90.23,93.79,80.91,90.11,95.47,83.16,91.79,89.35,85.18,95.6,88.57,85.38,88.08,93.65,95.71,90.25,94.54,92.74,96.15,92.03,83.9,83.59,87.14,90.7,86.85,84.72,101.31,89.39,90.11,94.6,90.06,81.27,81.68,101.08,79.37
1045,87.87,83.18,93.06,95.77,84.53,90.69,96.62,83.05,91.45,90.05,86.28,93.0,88.24,84.2,89.64,93.27,91.39,86.63,94.12,90.49,95.23,92.38,83.05,83.41,87.38,92.63,86.84,84.41,101.04,86.7,90.32,93.4,91.64,83.2,81.69,101.15,79.1
1050,88.65,84.72,95.05,93.49,85.12,89.54,98.71,82.75,93.13,89.83,86.27,90.16,87.7,81.24,90.3,95.31,87.39,83.35,91.16,87.66,93.98,91.01,81.46,82.71,86.98,92.95,88.97,83.16,100.17,84.46,87.23,92.27,92.75,83.04,81.56,99.77,79.09
1055,88.84,85.15,93.15,92.08,85.57,86.92,97.68,80.93,95.77,87.29,86.29,90.23,87.7,81.22,89.94,95.43,87.41,82.51,90.25,85.98,94.66,91.41,80.63,82.08,87.72,90.81,90.85,85.08,99.94,85.22,84.66,90.46,94.06,83.12,82.65,102.76,79.28
1060,87.74,86.09,89.35,89.39,82.79,86.04,95.89,77.66,98.56,83.51,85.69,89.3,87.46,81.43,87.26,93.61,88.83,84.5,91.79,87.19,95.08,93.14,80.19,82.08,89.46,91.01,96.92,88.09,103.11,88.52,83.86,92.27,94.34,83.1,85.52,107.73,79.5
1065,87.02,86.01,88.47,88.68,82.74,86.29,91.92,75.18,99.36,82.38,84.99,90.39,87.9,83.87,84.6,92.21,91.35,86.91,94.74,89.11,94.86,94.31,81.43,81.86,91.19,90.55,100.88,91.9,106.61,92.22,86.24,94.12,94.58,84.72,88.06,111.58,79.95
1070,86.74,87.29,89.3,88.19,81.7,87.21,89.11,76.19,99.63,82.37,83.88,89.36,88.74,84.56,83.26,94.18,93.47,86.55,95.69,91.89,95.37,95.75,83.16,83.1,91.53,88.69,105.41,92.44,106.03,93.33,87.83,94.67,93.92,85.73,88.78,110.94,80.58
1075,88.07,88.42,92.99,89.18,82.98,86.49,88.28,81.5,99.2,84.33,83.23,91.6,92.22,88.14,87.68,98.87,97.1,87.85,97.16,96.65,98.29,95.76,88.75,85.33,92.26,88.61,102.95,92.22,105.94,93.61,91.25,94.1,96.52,88.38,88.98,112.63,81.44
1080,88.94,87.85,93.74,90.63,82.88,86.65,89.12,86.49,99.22,84.59,83.72,92.83,94.14,89.63,90.32,101.13,97.92,89.4,97.86,97.92,100.92,96.48,92.42,86.85,91.36,87.58,98.97,88.34,102.58,93.33,91.25,92.75,94.68,88.64,85.81,112.71,81.93
1085,89.44,84.21,94.2,92.93,83.75,86.87,90.29,89.76,98.91,87.22,84.92,93.07,95.68,91.33,94.37,100.15,98.9,92.63,101.05,98.26,102.93,97.38,95.06,86.26,91.42,89.44,93.2,84.8,101.25,95.11,92.38,93.11,93.81,89.75,84.62,114.32,81.85
1090,88.01,78.26,94.22,93.49,83.99,87.53,90.06,87.81,97.99,89.14,84.98,89.7,92.68,88.69,90.52,96.86,96.08,89.82,102.21,91.8,99.17,96.53,91.11,82.04,88.61,87.56,89.43,82.02,96.83,93.92,87.36,91.21,87.53,87.06,79.82,109.58,80.96
1095,86.99,74.62,93.29,94.49,84.61,87.08,90.33,85.43,96.71,90.74,83.58,87.75,90.77,86.96,89.18,94.58,96.62,86.66,103.19,91.0,98.21,94.48,87.65,77.75,88.1,87.92,88.85,82.4,96.71,93.02,85.58,91.76,87.16,87.33,80.45,108.45,79.96
1100,86.48,75.05,94.12,93.99,85.13,86.7,90.85,82.35,97.27,90.85,84.16,87.56,88.3,85.4,85.07,93.88,93.23,84.98,102.8,91.11,95.41,91.07,83.06,74.94,86.87,86.55,89.58,82.61,98.62,91.9,83.62,92.24,87.48,86.07,80.28,106.56,79.13
1105,87.6,78.76,95.08,95.46,85.91,87.13,92.94,83.28,99.76,89.73,86.0,90.44,87.97,85.42,86.13,92.56,94.49,86.73,99.82,93.94,96.48,89.78,81.7,74.55,87.11,87.84,91.24,80.88,101.07,92.76,86.07,94.95,91.77,86.87,83.13,104.96,78.86
1110,88.38,82.02,97.77,94.77,85.07,88.25,95.7,84.34,102.15,88.86,88.38,90.33,87.43,85.6,86.84,91.89,92.11,89.05,96.76,92.05,94.92,90.01,82.68,75.83,86.71,88.59,91.97,79.27,99.59,92.7,86.51,94.21,92.86,86.17,82.23,103.31,78.84
1115,88.57,81.55,95.6,93.17,83.55,89.32,97.5,86.51,103.19,86.0,85.71,88.85,87.42,83.95,88.54,91.85,93.8,88.02,92.8,87.89,95.36,92.11,85.46,76.79,87.45,90.08,93.06,79.91,97.56,92.07,86.52,92.8,92.81,86.62,81.28,102.09,79.03
1120,87.47,80.28,90.65,89.7,80.74,89.03,94.91,85.8,102.79,84.8,81.34,85.31,87.19,83.17,88.59,92.67,90.43,88.66,89.44,84.82,94.6,93.18,86.54,79.71,89.18,91.4,94.98,83.71,97.06,92.12,86.23,92.67,91.79,86.41,82.42,103.2,79.26
1125,86.75,79.52,86.21,88.56,79.42,88.39,89.62,86.01,103.57,84.55,78.66,83.9,87.63,82.3,88.55,95.19,90.31,87.85,87.25,84.41,95.22,93.72,86.81,81.41,90.91,93.31,96.96,86.82,100.14,95.06,88.46,95.29,92.68,86.53,85.41,103.19,79.61
1130,86.48,81.37,85.26,89.82,79.88,87.83,84.91,83.69,103.53,86.74,80.82,85.74,88.46,84.81,90.11,95.27,88.17,89.02,86.24,85.74,96.06,91.91,88.22,82.25,91.25,93.91,96.17,87.85,101.9,97.98,91.11,97.12,91.38,86.75,87.0,104.68,80.1
1135,87.55,82.65,87.29,94.05,82.32,88.24,84.67,83.42,102.48,87.34,85.12,89.17,90.75,87.37,92.73,98.61,89.7,88.72,90.47,89.72,98.59,91.34,92.28,80.86,90.75,93.31,94.83,86.16,104.05,101.05,91.54,95.29,89.07,88.43,85.43,107.55,80.83
1140,88.8,83.81,88.71,96.72,85.09,88.59,87.04,81.84,100.85,86.55,88.88,93.04,92.8,89.88,94.75,97.94,91.73,88.88,95.84,92.07,101.06,90.98,95.6,81.22,90.26,91.84,91.35,83.46,102.88,101.42,89.32,92.44,86.49,88.87,83.7,109.74,81.71
1145,90.3,84.79,90.7,97.94,85.63,88.87,91.56,83.64,100.69,85.52,91.23,95.32,94.99,90.94,94.67,100.89,95.76,90.48,103.24,94.56,102.99,94.41,97.32,84.78,91.05,92.58,91.55,82.06,103.26,101.49,87.18,91.02,88.32,88.42,84.62,110.22,82.62
1150,90.92,85.4,91.75,94.2,84.27,89.02,94.97,85.0,102.09,87.86,91.28,96.38,95.77,92.3,92.28,99.75,100.91,90.95,107.94,92.29,102.44,98.12,97.08,88.35,92.05,94.49,91.59,82.26,101.15,99.88,87.49,92.31,92.43,85.86,87.2,107.58,83.16
1155,90.92,84.79,91.43,92.63,82.62,89.24,98.76,87.4,104.05,92.35,88.77,96.77,95.42,92.75,90.53,101.54,102.87,91.55,109.34,91.46,101.36,101.29,97.1,90.84,92.83,95.48,95.9,85.82,100.58,99.16,86.71,92.46,95.21,83.84,88.75,103.8,83.03
1160,90.27,82.48,90.42,90.5,82.4,88.51,98.6,87.53,104.23,95.97,85.21,94.37,93.0,89.91,88.84,98.19,101.91,88.24,105.55,89.09,99.34,100.4,94.44,87.86,92.3,93.78,98.78,87.86,98.3,98.97,85.36,91.78,95.72,82.26,88.29,100.09,81.95
1165,89.57,80.35,88.22,92.62,83.19,86.79,98.31,85.11,102.52,95.83,83.89,92.59,88.75,83.8,86.55,93.07,96.51,83.83,97.47,86.96,95.36,95.32,89.61,83.57,90.0,90.62,97.49,88.5,96.47,97.44,81.4,88.51,94.79,81.36,85.48,97.38,79.99
1170,88.91,78.65,87.5,90.51,83.94,83.51,96.88,81.67,99.2,93.32,83.42,88.19,83.41,76.75,81.11,84.05,89.74,78.55,89.5,82.43,88.05,88.85,81.51,76.46,85.81,86.26,90.67,83.77,92.93,92.31,79.43,85.44,91.03,79.33,81.69,94.31,77.5
1175,88.36,77.3,85.97,89.31,84.11,80.38,98.19,78.95,96.82,89.8,84.01,87.32,78.59,71.12,77.11,78.67,82.06,75.03,83.51,77.75,79.83,82.03,75.54,72.26,81.11,82.76,83.28,77.72,89.3,84.82,77.04,81.92,85.63,75.63,78.85,90.91,75.2
1180,87.95,76.37,86.26,87.21,84.12,78.68,97.7,79.34,97.4,87.35,82.98,85.28,75.52,68.1,74.41,76.54,75.64,73.91,81.77,74.95,75.18,79.53,71.31,68.76,78.78,80.74,80.17,73.97,88.08,80.3,77.52,80.99,81.11,72.01,77.42,90.54,73.83
1185,87.62,77.65,87.37,89.55,82.92,79.73,96.39,81.06,97.82,85.06,84.07,87.05,74.45,68.11,75.16,78.04,72.95,73.23,81.11,74.04,74.27,78.08,70.17,67.73,80.59,83.38,81.73,75.42,90.96,81.52,80.77,83.35,83.23,72.15,79.94,95.89,73.81
1190,87.3,79.72,88.27,91.76,81.73,81.67,93.82,82.58,98.15,84.45,84.44,86.66,75.15,71.39,74.94,80.37,74.87,73.31,81.21,76.59,76.44,79.16,70.15,67.65,86.05,89.12,84.13,82.41,96.58,87.15,86.75,88.7,90.16,77.63,83.91,104.1,74.99
1195,86.87,81.45,88.2,93.18,79.77,82.71,93.1,83.43,95.55,83.2,86.36,87.21,77.43,74.79,78.19,83.57,79.33,73.48,82.1,80.79,80.28,80.83,72.76,70.23,92.33,94.43,87.92,88.71,102.88,95.34,93.41,94.92,100.05,86.13,90.14,111.25,76.8
1200,86.17,79.19,85.98,93.08,78.81,83.62,93.01,83.73,94.42,83.67,86.53,85.36,80.75,77.52,81.9,86.79,84.16,75.85,85.22,85.49,85.57,83.67,76.8,74.36,96.56,97.05,91.11,93.01,106.01,100.65,97.19,98.76,105.75,92.72,94.33,113.31,78.51
1205,85.11,76.79,85.01,92.64,77.6,84.73,92.16,83.37,93.83,83.93,85.63,83.43,84.05,78.45,86.75,89.95,88.37,78.64,89.52,87.97,91.59,85.11,81.58,78.51,98.27,97.47,97.12,92.67,107.44,103.26,100.73,99.44,107.83,95.29,97.68,115.57,79.67
1210,83.68,74.14,83.87,90.93,78.36,85.66,91.76,81.01,95.8,86.61,82.22,81.84,86.27,79.92,87.73,91.83,92.23,81.36,92.53,88.51,95.83,82.59,85.08,80.63,98.42,99.13,101.66,90.74,68.73,101.43,101.53,99.93,103.21,95.4,97.94,117.02,80.12
1215,82.06,74.45,84.35,89.72,77.71,84.56,90.27,77.35,95.11,86.78,78.77,80.93,87.16,80.75,87.22,92.7,95.11,82.57,93.43,87.82,97.98,80.61,86.43,80.37,98.24,100.06,103.91,88.84,0.0,99.36,101.24,100.39,99.79,95.72,95.68,118.4,80.0
1220,80.52,73.49,82.83,87.46,77.76,82.63,87.88,73.34,92.41,84.24,76.13,81.41,87.11,79.99,86.52,90.75,94.4,84.24,93.41,86.55,97.77,81.14,86.41,79.89,97.77,99.21,103.18,87.76,0.0,98.31,99.07,103.59,95.96,93.99,91.5,117.27,79.49
1225,79.3,72.91,82.88,86.82,75.7,80.79,83.76,70.71,87.33,79.96,74.83,81.99,86.61,77.47,86.48,89.54,93.88,85.57,91.8,84.55,97.69,84.5,84.82,79.91,96.79,97.87,101.13,87.48,0.0,97.69,95.64,104.11,95.66,92.63,88.44,116.77,78.76
1230,78.47,71.59,81.45,82.26,76.83,78.96,80.88,68.69,85.58,77.5,74.04,83.15,85.9,75.79,86.03,87.31,92.58,87.25,90.63,84.89,97.5,86.77,83.87,79.74,95.35,97.15,100.7,86.78,0.0,97.28,93.6,104.61,94.3,89.08,88.11,115.14,77.96
1235,77.97,72.48,81.93,79.01,76.2,77.15,82.45,66.5,86.98,79.63,74.57,83.25,85.15,75.73,85.58,86.98,92.43,87.46,88.65,86.68,96.94,87.87,82.38,78.17,93.86,98.55,99.86,86.72,0.0,96.09,91.85,103.27,94.31,88.22,87.8,104.54,77.18
1240,77.71,73.81,80.29,75.66,75.88,75.5,84.19,64.86,89.52,81.31,75.96,81.62,84.51,77.0,85.01,84.07,89.94,87.72,89.89,87.88,94.61,88.59,82.68,76.06,92.51,98.73,98.25,86.01,0.0,96.01,92.03,100.89,93.94,86.4,85.41,0.0,76.5
1245,77.69,75.61,80.59,76.89,73.11,75.19,86.39,63.99,90.06,83.09,77.52,80.46,84.07,78.37,85.02,83.3,87.83,85.82,91.08,87.05,90.35,89.92,82.54,75.48,91.11,97.98,94.41,83.8,0.0,96.44,91.28,97.6,92.21,85.34,82.07,0.0,75.95
1250,78.05,76.37,81.21,78.14,72.77,77.35,85.7,66.04,88.75,82.22,78.46,80.6,83.84,80.16,83.88,82.61,87.48,84.03,93.65,83.96,87.31,89.81,82.1,75.66,89.52,95.41,92.41,80.71,0.0,96.72,90.02,93.8,90.06,84.07,79.91,0.0,75.54
1255,78.93,77.34,83.57,79.07,74.04,81.32,85.87,68.27,88.21,82.22,78.05,81.92,83.8,81.14,82.63,85.91,89.28,81.36,94.01,84.01,85.67,88.67,79.89,76.63,87.88,92.02,91.65,79.24,0.0,94.69,87.95,92.48,88.89,82.82,79.41,0.0,75.26
1260,80.36,77.19,86.21,80.68,76.06,85.1,85.48,70.29,89.31,81.89,76.93,82.1,83.93,81.48,79.99,89.15,91.13,80.54,93.67,84.57,87.87,86.41,79.14,77.87,85.99,89.04,91.74,79.34,0.0,90.34,86.08,90.54,89.43,82.78,78.68,0.0,75.04
1265,82.11,76.5,88.98,84.48,76.92,87.77,85.42,72.57,91.7,81.34,75.72,80.69,84.14,81.46,77.93,93.49,91.64,79.72,92.49,86.49,90.45,84.3,78.92,78.49,83.44,85.92,89.13,78.47,0.0,86.05,83.22,87.09,90.27,80.17,76.22,0.0,74.79
1270,83.81,77.2,92.07,89.36,76.52,87.96,87.08,75.07,94.28,81.82,77.17,81.23,84.28,83.12,76.39,94.31,90.08,79.6,90.32,85.91,94.64,83.56,80.98,77.86,80.2,83.38,85.51,77.06,0.0,83.42,80.42,81.01,89.33,76.79,73.05,0.0,74.5
1275,85.11,79.82,92.95,90.84,77.46,87.75,90.14,78.55,97.09,82.66,79.91,83.6,84.25,84.24,78.2,93.66,88.0,79.41,88.05,85.43,97.08,83.18,81.58,76.2,77.48,80.58,82.3,75.26,0.0,82.47,76.69,77.25,87.23,72.7,70.23,0.0,74.3
1280,85.85,84.53,90.99,88.41,79.8,83.19,93.61,80.06,98.01,84.2,81.69,87.6,84.09,83.67,80.45,90.75,86.11,80.84,85.6,84.65,97.25,82.85,84.01,75.94,76.82,78.91,81.47,74.41,0.0,82.43,74.39,76.94,84.57,70.87,71.03,0.0,74.36
1285,86.09,86.05,87.13,85.98,84.1,79.56,94.73,80.92,98.51,84.63,81.39,89.28,83.85,80.55,82.3,88.06,86.55,82.76,86.06,84.36,94.69,81.57,84.07,77.59,78.62,80.46,82.69,73.64,0.0,83.74,73.94,79.69,83.09,72.07,74.13,0.0,74.76
1290,86.03,84.71,83.86,84.96,85.7,77.68,92.94,81.16,97.75,85.24,79.42,88.79,83.59,77.86,80.83,86.91,87.85,86.25,89.09,83.83,92.65,80.3,85.17,79.24,81.88,84.57,85.69,74.14,0.0,87.34,76.46,82.3,84.8,74.1,79.08,0.0,75.36
1295,85.82,82.15,85.14,84.39,85.52,80.5,90.66,80.25,99.05,86.18,79.44,87.42,83.31,78.41,79.43,86.94,88.66,86.89,92.57,83.62,92.43,81.67,85.02,79.7,84.71,73.27,89.54,76.0,0.0,90.73,81.17,82.1,87.2,76.73,81.61,0.0,75.91
1300,85.57,80.97,88.14,83.61,83.16,84.62,90.26,78.58,98.25,87.13,77.37,88.77,83.04,80.26,78.58,89.63,88.27,86.44,93.29,84.35,94.31,82.48,86.02,77.18,86.18,0.0,92.15,78.77,0.0,92.77,84.18,81.95,89.43,78.81,82.52,0.0,76.21
1305,85.29,82.11,91.82,82.92,84.13,84.44,91.06,76.32,96.62,87.57,77.18,89.46,82.78,81.65,80.22,90.61,88.32,84.47,92.21,84.18,94.0,83.65,84.89,74.04,86.42,0.0,93.23,80.53,0.0,92.18,85.13,82.02,89.0,80.53,81.32,0.0,76.23
1310,84.98,81.23,93.14,84.55,85.14,83.01,90.91,75.32,90.85,87.56,77.03,89.1,82.54,80.28,83.15,91.24,88.86,85.19,90.9,84.47,93.1,82.26,83.47,71.61,86.17,0.0,90.99,82.64,0.0,92.58,83.89,86.1,89.13,83.8,80.1,0.0,76.06
1315,84.6,79.36,93.36,84.65,86.41,78.64,88.17,75.67,88.78,87.56,79.41,84.83,82.33,79.07,85.34,90.03,88.3,86.29,91.2,82.72,90.15,82.42,81.45,72.31,85.8,0.0,89.52,82.55,0.0,92.75,84.06,81.75,89.35,84.9,79.34,0.0,75.76
1320,84.15,75.0,93.55,83.91,83.24,79.32,87.1,77.27,88.34,85.72,80.83,83.16,82.17,78.01,84.6,90.25,85.94,85.69,37.7,83.72,89.21,83.44,81.51,75.22,85.16,0.0,86.78,81.98,0.0,92.29,83.8,0.0,90.08,85.43,79.5,0.0,75.38
1325,83.66,73.13,90.86,82.16,80.66,78.41,86.39,79.42,92.58,84.67,79.0,82.93,82.06,77.15,80.88,89.49,84.26,82.41,0.0,84.16,88.86,84.02,80.85,78.64,84.15,0.0,85.45,80.38,0.0,90.3,82.96,0.0,65.4,80.59,80.55,0.0,74.93
1330,83.16,72.71,87.52,81.95,78.48,78.74,86.17,80.78,93.33,81.34,77.29,83.28,81.94,75.62,77.4,90.76,84.62,79.15,0.0,86.05,90.04,83.42,80.92,81.61,82.92,0.0,83.57,80.05,0.0,88.04,81.28,0.0,0.0,76.9,79.76,0.0,74.45
1335,82.7,75.33,83.18,82.65,79.12,76.14,85.15,80.13,93.99,80.59,75.25,81.71,81.79,75.53,76.72,90.47,85.25,77.43,0.0,85.21,89.89,53.9,80.57,81.18,81.92,0.0,84.81,79.39,0.0,86.37,80.26,0.0,0.0,75.23,77.68,0.0,74.01
1340,82.31,76.67,82.16,83.63,78.85,75.96,85.36,78.07,92.23,78.34,76.31,79.61,81.58,76.57,78.2,91.39,84.89,78.57,0.0,84.3,89.12,0.0,81.42,79.29,81.39,0.0,86.4,78.44,0.0,84.75,79.93,0.0,0.0,77.48,75.54,0.0,73.66
1345,81.99,77.23,81.53,82.89,77.91,78.33,87.44,77.04,92.82,78.91,76.57,78.92,81.31,78.57,78.49,88.62,83.12,79.4,0.0,83.29,86.95,0.0,81.37,75.52,81.25,0.0,88.9,78.57,0.0,83.99,78.0,0.0,0.0,79.47,75.07,0.0,73.39
1350,81.71,75.22,82.26,83.22,77.54,82.49,89.07,77.34,91.41,79.05,77.99,80.88,80.97,78.88,79.0,87.29,83.53,79.88,0.0,83.13,85.7,0.0,80.73,74.94,81.27,0.0,89.06,79.75,0.0,82.43,77.22,0.0,0.0,78.86,75.54,0.0,73.17
1355,81.45,73.81,82.28,82.88,79.0,85.38,89.58,79.33,92.15,78.95,78.23,82.86,80.57,77.42,77.88,83.56,84.58,77.34,0.0,82.14,85.01,0.0,78.09,74.81,81.22,0.0,89.92,80.57,0.0,80.84,76.56,0.0,0.0,77.46,75.61,0.0,72.95
1360,81.19,71.81,83.77,85.48,82.01,83.64,88.27,79.26,91.53,78.92,80.25,84.21,80.15,74.93,78.8,82.6,87.39,75.31,0.0,81.62,85.52,0.0,76.25,75.07,81.09,0.0,89.16,81.33,0.0,80.46,78.08,0.0,0.0,76.45,75.59,0.0,72.72
1365,80.93,72.42,84.37,85.87,82.98,80.1,84.78,79.02,92.72,77.42,81.01,82.43,79.76,72.64,77.99,81.34,88.19,75.11,0.0,81.23,86.86,0.0,74.74,73.99,80.89,0.0,88.56,81.26,0.0,82.99,78.48,0.0,0.0,76.52,76.96,0.0,72.48
