time_s,mor1,mor2,mor3,mor4,mor5,mor6,mor7,mor8,mor9,mor10,mor11,mor12,noon1,noon2,noon3,noon4,noon5,noon6,noon7,noon8,noon9,noon10,noon11,noon12,eve1,eve2,eve3,eve4,eve5,eve6,eve7,eve8,eve9,eve10,eve11,eve12,normal
915,398.25,174.11,0.0,289.63,165.34,66.65,295.9,191.57,69.23,264.93,176.05,74.74,348.61,397.76,407.28,316.49,436.76,407.19,379.43,354.81,402.0,441.01,427.56,347.08,0.0,408.72,151.92,64.78,337.35,209.43,64.95,310.79,179.68,62.88,311.41,139.72,197.42
920,365.52,206.76,0.0,247.07,185.33,57.96,327.03,203.75,70.2,262.67,197.33,78.79,364.95,365.07,369.01,369.81,411.04,366.18,340.91,330.39,364.71,438.97,381.52,315.27,10.84,340.6,225.17,74.66,307.1,275.16,70.34,320.62,225.65,68.88,286.02,171.48,170.0
925,250.95,179.55,0.0,152.25,154.2,38.75,217.48,166.56,50.29,208.46,158.08,53.76,299.59,250.64,276.08,329.28,299.2,291.78,273.2,242.73,299.43,315.63,263.14,235.89,48.8,278.16,249.59,93.79,237.76,276.22,98.95,274.9,204.89,92.66,267.37,206.03,153.55
930,120.02,136.03,0.0,86.03,103.42,22.06,97.39,125.63,30.89,114.78,118.21,30.4,185.2,119.87,191.34,194.65,150.88,174.02,177.57,120.83,185.8,197.68,127.33,158.23,135.55,261.13,200.75,143.28,226.4,233.24,157.55,272.4,187.06,141.46,253.34,202.93,180.97
935,38.19,119.7,0.0,34.86,83.39,14.9,36.39,101.35,18.09,47.6,95.05,20.0,87.15,49.04,136.67,98.77,69.89,114.9,93.06,53.88,110.1,98.53,59.77,107.42,249.41,238.42,119.37,216.54,239.64,165.24,253.02,236.24,143.1,202.18,224.78,135.34,241.29
940,5.46,152.35,0.0,17.87,102.37,15.99,19.05,118.28,16.71,23.73,121.55,21.51,27.24,49.04,114.8,47.38,54.68,109.64,39.25,45.74,93.93,42.06,55.34,87.87,347.0,204.36,56.97,285.76,193.45,127.54,319.57,204.77,102.6,288.58,183.56,92.43,301.62
945,0.0,190.44,0.0,20.25,129.61,18.13,20.08,136.41,19.0,24.11,155.8,25.26,5.45,108.98,92.94,29.83,97.38,95.73,26.05,85.62,86.12,29.85,107.38,70.34,363.27,153.27,54.26,291.75,163.45,124.44,341.37,165.73,100.17,304.3,154.48,89.36,318.07
950,0.0,190.44,0.0,20.85,129.08,19.8,21.05,132.51,20.11,21.56,145.85,24.78,0.0,174.36,76.54,28.51,135.31,86.47,28.03,114.82,81.13,32.47,166.7,69.54,309.05,102.18,113.94,251.05,145.19,170.05,291.45,123.95,125.41,267.16,115.46,110.94,285.16
955,0.0,141.47,0.0,14.41,91.72,15.63,16.86,107.5,15.16,15.96,117.06,16.31,0.0,207.05,76.54,33.15,176.31,85.98,31.65,135.89,87.94,36.98,178.94,72.5,233.14,56.77,195.33,187.59,111.33,231.88,202.28,92.6,175.6,201.34,86.77,158.79,202.91
960,5.46,76.17,0.0,11.01,48.57,8.62,12.94,62.64,8.36,13.61,67.49,9.44,0.0,174.36,103.87,33.44,150.96,99.88,31.67,116.99,101.95,40.76,150.94,93.99,222.3,22.71,265.86,184.4,82.84,272.51,182.71,80.34,216.16,196.12,71.37,229.32,115.16
965,27.28,27.21,0.0,18.48,21.42,5.71,24.13,22.12,6.08,25.19,24.88,7.57,0.0,114.42,147.61,32.22,108.7,132.76,29.79,88.29,121.08,39.35,120.22,118.09,276.52,5.68,282.14,218.24,72.22,283.14,256.83,76.02,238.25,243.38,69.65,233.43,43.87
970,76.38,5.44,0.0,48.57,11.16,9.41,56.34,12.1,9.5,60.47,12.71,12.31,5.45,70.83,196.81,35.24,81.16,172.01,33.55,71.3,148.89,45.19,84.35,139.42,352.42,0.0,276.72,272.01,73.68,311.65,340.65,74.81,245.3,310.26,64.81,228.76,10.97
975,147.3,0.0,0.0,94.24,15.25,17.59,109.85,16.38,15.78,125.75,16.57,21.27,27.24,87.18,229.61,60.47,97.86,182.21,58.04,96.01,178.83,66.39,102.55,164.66,363.27,0.0,260.44,294.74,77.22,314.24,332.01,77.18,260.78,329.07,63.43,202.9,0.0
980,212.77,0.0,0.0,132.27,20.78,21.58,156.68,24.06,24.44,169.84,24.33,30.23,76.26,141.67,229.61,108.31,139.2,182.49,100.14,142.1,196.39,121.03,162.29,183.77,298.2,0.0,276.72,250.5,69.68,310.75,270.31,71.58,255.35,266.89,59.81,231.33,0.0
985,245.5,0.0,0.0,151.71,23.94,25.76,186.62,28.65,30.94,185.73,28.79,33.03,147.07,190.71,180.41,172.61,186.75,175.72,144.42,184.88,185.7,207.03,202.45,158.39,184.34,5.68,282.14,173.06,60.52,284.48,171.27,58.77,228.22,197.11,55.23,215.21,0.0
990,229.13,0.0,5.42,143.61,25.08,27.26,162.8,27.73,31.7,167.4,28.46,33.77,212.44,190.71,114.8,220.55,200.58,140.25,181.41,166.72,135.17,255.76,196.25,115.01,86.75,22.71,265.86,97.93,64.59,289.57,95.21,67.8,193.17,117.49,51.79,180.85,5.48
995,180.03,0.0,27.11,126.86,21.94,35.82,130.22,22.82,38.99,137.03,25.54,45.25,245.12,141.67,71.07,247.75,151.79,100.36,187.62,128.42,93.93,247.31,141.91,86.31,27.11,56.77,195.33,46.05,79.88,218.19,48.5,76.09,124.7,55.45,62.87,151.91,27.42
1000,114.57,0.0,75.91,90.48,21.78,64.01,97.66,21.61,59.55,90.93,21.06,76.62,228.78,76.28,87.47,214.87,108.77,111.18,150.31,85.76,108.1,213.45,88.05,95.63,5.42,90.83,113.94,25.21,89.87,136.24,26.93,81.01,91.79,29.14,82.24,95.8,76.77
1005,60.01,0.0,140.97,56.37,21.53,98.63,62.37,23.94,92.14,65.16,21.36,119.53,179.75,27.24,142.14,156.09,70.2,154.52,132.54,48.23,142.97,167.72,55.08,115.72,0.0,107.86,43.41,14.89,87.6,57.62,17.6,85.16,47.15,18.9,91.39,41.52,148.07
1010,21.82,0.0,189.77,34.8,20.69,127.78,40.07,24.69,131.51,41.87,24.2,162.45,114.39,5.45,191.34,113.99,43.54,176.34,104.98,37.51,149.59,121.16,44.73,130.22,0.0,90.83,10.85,11.23,72.29,21.74,11.07,76.11,20.59,10.91,68.63,19.0,219.36
1015,5.46,0.0,189.77,21.75,19.46,130.86,27.62,23.17,132.68,26.3,22.3,154.24,59.92,0.0,191.34,72.5,31.24,162.03,65.56,29.31,141.56,78.44,32.21,126.92,5.42,56.77,0.0,10.89,46.62,9.55,10.28,50.87,8.39,9.97,42.41,7.26,268.71
1020,0.0,0.0,151.81,15.37,15.22,108.04,17.4,18.04,105.49,17.08,17.9,136.21,21.79,0.0,142.14,32.52,20.43,128.18,30.34,18.03,108.13,40.31,20.33,94.29,27.11,22.71,0.0,22.01,21.4,7.33,21.87,20.56,6.71,21.76,20.44,5.21,285.16
1025,0.0,0.0,119.28,12.25,13.55,90.63,13.39,13.64,95.9,12.21,13.27,118.35,5.45,0.0,76.54,13.5,10.77,69.7,11.9,8.85,58.11,14.39,9.77,47.28,75.91,5.68,0.0,56.53,13.85,10.87,56.45,14.74,9.69,58.34,12.24,8.16,268.71
1030,0.0,0.0,135.55,14.13,14.49,98.68,14.72,15.78,107.64,14.26,14.63,131.21,0.0,0.0,27.33,3.53,3.56,24.7,2.72,3.11,20.88,3.35,3.16,18.11,146.39,0.0,0.0,105.66,17.29,18.63,114.0,19.27,18.81,113.55,16.45,14.22,224.84
1035,0.0,0.0,178.92,18.98,17.94,131.61,19.13,20.14,136.98,20.8,19.53,146.94,0.0,0.0,5.47,0.7,0.62,4.63,0.58,0.6,3.88,0.66,0.64,3.57,211.45,0.0,0.0,147.92,23.89,29.05,176.54,25.82,26.81,151.75,26.74,22.4,170.0
1040,0.0,0.0,206.03,22.9,22.98,153.15,22.01,22.17,155.12,24.2,24.39,164.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.98,0.0,0.0,179.35,28.69,37.15,187.91,26.73,30.14,173.73,29.75,24.92,131.61
1045,0.0,0.0,173.5,18.69,19.5,122.66,19.25,19.62,138.79,20.37,21.67,158.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.72,0.0,0.0,167.27,26.14,32.69,178.6,27.97,28.84,175.0,25.84,23.63,115.16
1050,0.0,0.0,108.44,11.91,11.98,70.95,13.04,12.47,88.53,13.06,13.44,100.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.92,0.0,0.0,124.92,20.57,25.55,133.19,22.42,22.57,150.07,21.25,20.24,109.68
1055,0.0,0.0,43.37,4.44,4.59,28.91,4.96,4.72,34.6,5.41,4.59,42.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.86,5.68,0.0,81.71,17.36,18.5,84.96,18.8,14.24,92.58,17.65,13.06,93.23
1060,0.0,0.0,10.84,0.94,1.3,7.45,1.18,1.15,7.83,1.34,1.14,9.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.06,28.38,0.0,53.09,29.93,13.94,57.09,29.66,11.34,50.77,28.25,9.74,76.77
1065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.37,79.47,0.0,46.83,69.78,19.48,44.98,73.63,15.35,39.23,56.0,13.1,76.77
1070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.64,153.27,0.0,66.05,127.84,33.89,64.53,142.72,25.36,67.71,99.46,21.37,93.23
1075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.75,221.39,0.0,85.81,182.39,47.48,85.8,184.15,35.04,95.48,154.97,30.78,104.19
1080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.02,255.45,0.0,96.13,214.48,48.87,98.55,194.95,41.42,97.98,197.57,37.15,87.74
1085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.75,238.42,0.0,80.36,223.2,42.53,91.06,202.52,37.78,80.66,193.02,32.52,54.84
1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.22,187.33,0.0,52.98,175.53,34.42,53.53,170.83,29.55,63.3,136.16,23.95,21.94
1095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.69,119.21,0.0,28.37,92.54,19.46,26.22,109.14,18.38,30.41,88.03,15.66,5.48
1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42,62.44,0.0,11.7,49.67,9.56,11.06,53.87,8.65,10.98,47.5,7.59,0.0
1105,5.46,0.0,0.0,3.57,0.55,0.55,3.85,0.65,0.61,3.81,0.66,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.71,0.0,2.61,18.58,3.48,2.68,20.6,2.62,2.71,16.26,2.63,0.0
1110,21.82,0.0,0.0,14.18,2.17,1.95,15.82,2.55,2.6,14.77,2.59,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.68,0.0,0.62,4.95,0.79,0.71,5.23,0.67,0.74,4.09,0.64,0.0
1115,54.56,0.0,0.0,35.34,5.11,5.66,36.9,6.57,6.9,37.28,6.4,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120,87.29,0.0,0.0,56.47,8.76,9.84,62.27,10.2,9.97,60.02,10.05,12.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,103.66,0.0,0.0,69.0,9.71,11.13,80.74,11.62,12.24,79.81,12.32,14.6,0.0,10.9,0.0,1.22,9.09,1.29,1.18,7.21,1.26,1.49,8.75,1.05,5.42,0.0,0.0,4.12,0.64,0.83,4.47,0.69,0.62,4.34,0.55,0.56,0.0
1130,87.29,0.0,0.0,54.15,8.08,9.64,68.19,9.56,10.39,65.39,10.62,11.73,5.45,43.59,0.0,9.22,38.79,6.14,8.07,31.55,5.47,11.11,36.99,4.72,27.11,0.0,0.0,21.8,3.35,3.48,21.83,3.23,3.14,21.3,2.86,2.88,0.0
1135,54.56,0.0,0.0,32.18,5.47,6.23,38.54,5.95,5.65,40.47,6.61,7.33,21.79,108.98,0.0,29.68,90.88,17.05,24.91,81.81,15.0,33.97,94.01,13.39,86.75,0.0,0.0,71.85,10.54,12.54,63.83,10.09,9.67,69.58,10.4,9.32,0.0
1140,21.82,0.0,0.0,13.28,2.23,2.46,17.31,2.38,2.33,17.04,2.28,2.75,54.47,174.36,0.0,65.39,143.1,30.93,53.42,126.26,27.18,72.69,148.31,25.07,184.34,0.0,0.0,145.45,21.22,27.66,142.75,20.03,19.77,134.52,23.03,21.38,0.0
1145,5.46,5.44,0.0,3.71,4.22,1.21,4.99,4.89,1.25,4.76,4.1,1.41,87.15,207.05,0.0,94.38,176.34,35.16,80.62,144.84,33.17,102.16,168.71,33.54,298.2,0.0,0.0,219.47,36.79,46.56,238.12,34.04,33.62,204.41,32.02,34.51,0.0
1150,0.0,32.65,0.0,2.8,21.0,3.6,3.99,28.71,3.83,3.69,21.04,3.79,103.49,174.36,0.0,107.74,163.48,35.85,96.84,121.09,32.76,117.94,157.16,29.58,363.27,0.0,0.0,250.07,45.07,53.17,302.05,48.43,39.77,268.44,40.01,38.53,0.0
1155,0.0,97.94,0.0,8.63,62.59,11.62,10.75,80.37,12.01,10.32,75.6,12.33,87.15,108.98,0.0,89.54,102.56,27.62,79.37,78.62,23.43,84.39,95.26,18.81,347.0,0.0,0.0,258.75,41.23,46.33,294.8,42.87,36.35,262.0,41.22,38.73,0.0
1160,0.0,195.88,0.0,18.67,125.56,21.15,20.54,151.57,23.35,20.09,154.07,24.9,54.47,43.59,0.0,55.3,43.05,13.58,47.4,34.62,12.78,48.26,39.82,10.15,249.41,0.0,0.0,178.6,30.77,34.61,195.69,28.43,23.71,203.73,27.23,27.3,0.0
1165,0.0,277.49,0.0,29.07,191.27,27.93,31.42,237.63,30.05,30.25,207.85,34.24,21.79,10.9,0.0,19.38,11.83,4.2,16.91,10.42,4.13,19.74,11.6,3.11,135.55,0.0,0.0,99.78,17.37,19.63,114.17,16.44,15.56,102.85,13.35,13.81,0.0
1170,0.0,293.82,0.0,28.48,201.86,26.04,34.52,211.87,31.31,32.1,217.11,38.32,5.45,0.0,0.0,4.32,0.65,0.7,3.78,0.53,0.64,4.59,0.72,0.53,48.8,0.0,0.0,36.85,6.23,6.77,39.83,6.56,5.95,34.43,4.99,5.0,0.0
1175,0.0,228.52,0.0,20.45,156.25,22.37,25.42,144.44,27.1,26.33,180.02,27.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.84,0.0,0.0,7.73,1.37,1.54,8.2,1.49,1.31,8.07,1.07,1.13,0.0
1180,0.0,130.59,0.0,11.6,87.88,13.69,13.81,80.44,15.76,16.61,96.91,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,0.0,48.97,0.0,4.69,35.9,4.88,5.14,33.4,5.17,5.98,36.92,6.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,0.0,10.88,0.0,1.03,7.26,1.04,1.15,8.38,1.14,1.24,8.18,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1205,220.79,40.97,0.0,134.69,50.38,32.6,180.35,43.03,27.16,192.65,56.89,26.62,158.93,220.52,321.58,174.86,262.01,308.58,183.11,214.61,272.61,167.96,256.07,276.98,0.0,427.42,20.43,45.85,341.02,78.33,42.61,288.89,70.26,49.35,298.27,51.79,170.32
1210,313.21,102.42,0.0,220.77,102.52,45.32,235.46,108.08,46.59,275.54,117.96,52.56,246.08,312.82,367.89,245.44,364.44,407.85,239.24,247.77,333.17,242.72,303.83,295.11,0.0,438.11,66.39,55.3,369.13,120.01,54.66,340.24,101.94,52.59,345.57,86.07,190.97
1215,374.83,163.87,0.0,268.88,152.78,55.4,299.76,160.79,69.2,327.34,179.96,65.56,328.11,374.36,383.32,348.22,376.27,469.9,335.52,299.14,381.37,359.62,310.62,367.14,0.0,384.68,142.99,60.94,338.1,169.55,58.38,292.33,145.7,55.92,318.76,136.56,185.81
1220,344.02,194.6,0.0,240.82,175.79,56.29,299.82,184.74,65.86,285.31,191.0,64.98,343.49,343.59,347.31,327.22,319.89,406.88,353.38,306.1,342.51,393.46,323.33,339.65,10.21,320.57,211.93,62.07,285.43,220.97,66.77,236.97,187.58,71.11,278.3,188.51,160.0
1225,236.19,168.99,0.0,183.35,146.64,44.75,221.46,138.34,51.63,213.78,155.91,46.56,281.97,235.9,259.84,232.97,251.53,303.69,270.0,225.42,243.98,302.18,215.33,242.88,45.93,261.8,234.91,83.86,254.92,236.3,89.07,191.36,203.07,88.18,248.69,193.24,144.52
1230,112.96,128.02,0.0,87.77,101.69,24.63,102.11,96.27,31.82,105.73,109.13,27.49,174.31,112.82,180.08,140.05,145.74,217.08,173.7,112.66,169.72,168.58,122.4,160.26,127.57,245.77,188.95,139.09,244.23,215.78,141.46,193.41,188.09,138.66,238.07,173.76,170.32
1235,35.94,112.66,0.0,32.33,72.26,14.17,38.97,85.53,17.11,39.6,90.52,19.18,82.03,46.15,128.63,69.81,66.86,138.75,95.83,47.32,111.49,79.81,63.83,102.35,234.73,224.4,112.35,209.45,220.62,154.16,220.06,200.2,153.55,204.49,227.38,133.71,227.1
1240,5.13,143.39,0.0,16.13,81.42,16.7,18.62,113.86,16.52,21.91,107.29,19.81,25.63,46.15,108.05,34.3,57.35,100.45,41.77,40.17,82.41,37.56,54.79,81.23,326.59,192.34,53.62,320.47,185.71,122.49,265.94,173.72,103.85,236.05,215.03,103.51,283.87
1245,0.0,179.23,0.0,16.34,109.11,19.69,20.23,157.86,19.51,23.37,126.9,24.09,5.13,102.57,87.47,25.31,98.78,85.71,28.59,72.39,65.8,25.91,93.32,80.98,341.9,144.26,51.07,316.69,150.3,120.8,256.83,135.97,92.87,234.15,186.61,87.32,299.36
1250,0.0,179.23,0.0,19.06,112.09,18.83,21.09,153.96,20.17,22.28,129.4,23.69,0.0,164.1,72.03,26.48,155.34,86.08,30.21,113.34,65.3,28.04,134.34,69.08,290.87,96.17,107.24,242.1,112.65,150.78,229.37,113.56,140.04,229.81,130.01,99.27,268.39
1255,0.0,133.15,0.0,14.61,96.8,14.0,14.59,98.7,14.66,16.99,88.61,15.46,0.0,194.87,72.03,30.18,195.59,91.65,33.39,129.48,68.41,35.15,149.75,72.99,219.43,53.43,183.84,175.27,79.88,202.1,193.58,74.77,186.61,188.9,86.59,137.07,190.97
1260,5.13,71.69,0.0,10.95,52.04,7.83,11.09,49.48,8.02,13.24,48.79,8.29,0.0,164.1,97.76,28.07,165.61,115.63,30.09,114.93,75.79,34.44,130.36,98.26,209.22,21.37,250.23,174.16,74.26,267.16,201.97,52.94,238.9,167.77,70.37,205.24,108.39
1265,25.67,25.6,0.0,18.46,19.78,5.52,22.13,23.21,5.9,22.21,21.38,5.25,0.0,107.69,138.92,26.96,106.21,136.3,27.81,84.2,101.26,29.63,94.83,121.38,260.25,5.34,265.55,228.86,73.68,277.74,266.89,53.29,244.81,210.5,69.97,212.03,41.29
1270,71.88,5.12,0.0,44.61,12.11,8.7,59.16,13.34,8.89,52.2,13.32,8.53,5.13,66.67,185.23,32.26,73.68,160.65,37.22,61.98,141.2,35.7,74.77,139.18,331.69,0.0,260.44,304.55,71.51,304.54,326.9,54.03,251.46,300.63,72.16,200.75,10.32
1275,138.63,0.0,0.0,93.98,15.34,15.08,114.1,15.12,15.57,104.03,17.51,16.44,25.63,82.05,216.1,52.47,93.06,192.41,58.61,85.36,170.88,59.0,106.68,166.07,341.9,0.0,245.12,298.78,68.78,291.51,299.91,49.72,246.14,298.93,69.27,193.78,0.0
1280,200.25,0.0,0.0,132.38,19.65,21.9,166.67,21.86,24.28,143.87,22.18,21.19,71.77,133.33,216.1,86.24,142.71,210.07,98.89,118.85,188.6,108.12,164.97,205.63,280.66,0.0,260.44,261.8,65.1,291.66,242.49,54.55,251.29,260.59,65.21,195.6,0.0
1285,231.06,0.0,0.0,147.02,21.31,24.73,175.83,25.76,25.94,154.46,25.18,24.09,138.42,179.49,169.79,130.36,183.64,192.57,139.61,142.16,162.9,188.85,197.55,174.63,173.5,5.34,265.55,177.27,57.95,274.66,159.32,47.64,252.08,175.99,55.47,185.25,0.0
1290,215.65,0.0,5.1,125.8,20.89,29.31,159.9,24.71,27.16,166.3,25.21,24.72,199.94,179.49,108.05,170.28,198.33,146.96,189.66,146.55,113.4,236.47,176.6,120.04,81.65,21.37,250.23,90.75,57.61,251.24,92.8,49.1,229.65,96.0,56.34,173.11,5.16
1295,169.44,0.0,25.51,95.48,17.97,39.69,130.31,22.05,40.72,141.62,21.81,36.56,230.7,133.33,66.89,182.55,154.84,109.82,209.41,119.92,82.51,213.78,133.21,82.76,25.51,53.43,183.84,50.87,66.13,187.57,49.05,59.87,175.74,44.2,75.75,131.78,25.81
1300,107.83,0.0,71.44,64.2,17.25,70.16,93.02,21.81,72.05,90.06,20.08,71.82,215.32,71.8,82.32,168.18,88.56,112.87,182.4,70.85,94.78,192.54,97.76,89.71,5.1,85.48,107.24,27.74,80.28,115.12,26.16,76.5,101.63,25.77,92.66,81.13,72.26
1305,56.48,0.0,132.68,47.42,17.96,105.09,61.68,23.02,121.95,59.95,20.61,114.69,169.18,25.64,133.78,137.15,53.68,137.3,147.09,42.26,125.84,161.56,61.73,120.44,0.0,101.51,40.85,18.23,85.63,54.17,17.02,76.06,43.49,17.32,93.12,37.24,139.36
1310,20.54,0.0,178.6,30.7,19.28,124.91,36.6,23.17,150.92,36.64,22.34,136.9,107.66,5.13,180.08,92.83,39.46,152.03,122.05,33.26,159.85,123.47,43.68,126.58,0.0,85.48,10.21,12.91,72.39,23.45,12.65,60.43,18.89,10.86,72.23,16.38,206.45
1315,5.13,0.0,178.6,20.53,18.76,125.25,25.93,21.39,130.71,23.6,19.19,146.34,56.39,0.0,180.08,55.53,28.41,155.83,72.97,24.81,146.67,68.63,28.26,117.8,5.1,53.43,0.0,10.68,45.99,9.0,10.25,38.03,8.36,8.96,40.96,6.08,252.91
1320,0.0,0.0,142.88,13.46,14.83,111.6,16.66,17.15,100.42,17.77,15.76,121.67,20.51,0.0,133.78,27.23,20.49,123.74,33.31,15.3,103.11,32.88,15.25,95.81,25.51,21.37,0.0,21.0,20.75,6.83,20.66,17.05,6.82,18.25,19.75,4.33,268.39
1325,0.0,0.0,112.26,10.27,10.69,84.18,11.25,13.04,83.91,14.38,13.01,84.34,5.13,0.0,72.03,10.94,11.05,60.57,12.82,8.16,52.99,14.25,7.73,54.27,71.44,5.34,0.0,56.94,13.54,10.18,53.08,10.54,10.74,49.85,13.63,7.42,252.91
1330,0.0,0.0,127.57,10.86,11.75,90.48,12.47,14.15,103.9,14.68,15.38,86.99,0.0,0.0,25.73,2.83,3.45,22.95,3.02,2.87,18.85,3.31,2.78,19.91,137.78,0.0,0.0,106.84,16.15,17.94,102.82,13.67,20.05,94.19,16.53,15.33,211.62
1335,0.0,0.0,168.4,15.08,16.45,123.28,16.71,19.33,140.26,20.11,21.31,113.84,0.0,0.0,5.15,0.56,0.65,4.94,0.64,0.57,3.97,0.68,0.66,3.6,199.01,0.0,0.0,152.48,24.69,26.93,154.52,19.41,29.28,142.42,22.46,22.41,160.0
1340,0.0,0.0,193.91,17.38,19.82,137.94,22.14,23.02,169.02,22.65,24.06,142.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.63,0.0,0.0,192.26,30.79,34.56,171.5,22.77,31.49,163.32,26.58,25.11,123.87
1345,0.0,0.0,163.29,15.7,16.38,124.14,19.14,19.81,137.27,19.87,19.22,130.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.32,0.0,0.0,180.56,27.76,30.04,159.07,20.92,26.79,155.34,24.61,23.14,108.39
1350,0.0,0.0,102.06,9.86,9.96,80.08,12.61,11.02,90.76,11.89,12.01,81.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.4,0.0,0.0,142.83,21.89,22.57,127.02,18.33,21.85,126.9,21.38,16.98,103.23
1355,0.0,0.0,40.82,4.1,4.05,29.97,4.34,4.61,32.69,4.47,4.76,32.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.16,5.34,0.0,90.37,18.41,14.92,90.19,16.78,14.23,78.53,16.29,12.0,87.74
1360,0.0,0.0,10.21,1.03,0.99,7.2,1.13,1.18,7.88,1.25,1.08,7.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.24,26.71,0.0,57.59,26.45,12.56,50.39,26.4,10.7,47.2,25.87,8.6,72.26
1365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82,74.8,0.0,47.48,58.84,15.84,39.9,53.08,14.91,36.08,58.62,10.75,72.26
